mut_type,mut_class,host,segment,actual_count,evo_opp,rate
TA,nonsynonymous,swine,PB1,39,1439.0937912813738,0.02710038792209247
TA,nonsynonymous,swine,PB2,61,1714.627140974967,0.03557624776971297
TA,synonymous,all,HA,2689,7031.213750761341,0.38243752719206336
TA,synonymous,all,MP,1222,2444.506639427988,0.4998963718445644
TA,synonymous,all,NA,1772,5475.711996436373,0.3236108840554851
TA,synonymous,all,NP,2397,5445.381526104417,0.4401895420016226
TA,synonymous,all,NS,691,1411.2131736526946,0.4896496240971585
TA,synonymous,all,PA,1857,5855.518621973929,0.3171367251794333
TA,synonymous,all,PB1,1979,5281.321003963012,0.37471685559635415
TA,synonymous,all,PB2,2671,7075.075977162934,0.3775224476205634
TA,synonymous,avian,HA,457,1222.471465157257,0.3738328566558502
TA,synonymous,avian,MP,316,764.9141981613892,0.4131182304624017
TA,synonymous,avian,NA,304,1071.7888244858243,0.2836379639858997
TA,synonymous,avian,NP,653,1677.8279785809907,0.3891936529466325
TA,synonymous,avian,NS,213,459.5940119760479,0.4634525134132963
TA,synonymous,avian,PA,383,1398.5274674115456,0.2738594764312157
TA,synonymous,avian,PB1,460,1437.8168207837957,0.31992948847909614
TA,synonymous,avian,PB2,466,1503.8686868686868,0.3098674798331576
TA,synonymous,human,HA,1964,5154.137681536807,0.38105307257030724
TA,synonymous,human,MP,726,1267.688457609806,0.572695914080384
TA,synonymous,human,NA,1212,3668.8302927966256,0.3303505213581665
TA,synonymous,human,NP,1466,3110.5046854083,0.4713061539103793
TA,synonymous,human,NS,347,703.6586826347306,0.4931368127239152
TA,synonymous,human,PA,1306,3928.3477653631285,0.3324552911316079
TA,synonymous,human,PB1,1344,3367.2382210479964,0.3991401593148056
TA,synonymous,human,PB2,1972,4991.885375494071,0.39504112207400627
TA,synonymous,swine,HA,208,484.12426383981153,0.4296417583994998
TA,synonymous,swine,MP,134,291.06537282941775,0.4603776763185508
TA,synonymous,swine,NA,197,580.2955079855599,0.33948220740819895
TA,synonymous,swine,NP,186,426.75970548862114,0.4358424603068796
TA,synonymous,swine,NS,94,175.89101796407186,0.5344218317003588
TA,synonymous,swine,PA,107,332.457635009311,0.32184551874407485
TA,synonymous,swine,PB1,122,289.23557904007043,0.42180149622290497
TA,synonymous,swine,PB2,156,371.39525691699606,0.42003767440375467
TC,nonsynonymous,all,HA,6981,25640.491538364462,0.27226467127413345
TC,nonsynonymous,all,MP,508,5516.389172625128,0.09208922432828538
TC,nonsynonymous,all,NA,5160,17247.685687982073,0.2991705724087615
TC,nonsynonymous,all,NP,2060,16594.83065595716,0.12413504197227271
TC,nonsynonymous,all,NS,4835,6554.408383233533,0.7376714597717384
TC,nonsynonymous,all,PA,5414,22887.146182495344,0.23655199109711464
TC,nonsynonymous,all,PB1,2979,20739.394099515634,0.14363968328609822
TC,nonsynonymous,all,PB2,4077,26273.707949055773,0.15517413864480897
TC,nonsynonymous,avian,HA,936,4778.161417740838,0.19589124731632654
TC,nonsynonymous,avian,MP,143,1884.400408580184,0.07588620727786005
TC,nonsynonymous,avian,NA,912,3403.752875757094,0.26793954593344105
TC,nonsynonymous,avian,NP,758,4924.888888888889,0.1539121017958668
TC,nonsynonymous,avian,NS,1245,2113.176047904192,0.5891605676842531
TC,nonsynonymous,avian,PA,1106,5551.520949720671,0.19922468275214728
TC,nonsynonymous,avian,PB1,824,5840.4007045354465,0.1410862099513328
TC,nonsynonymous,avian,PB2,992,6019.448836187967,0.16479914141578114
TC,nonsynonymous,human,HA,5322,18336.485630775227,0.2902410040377512
TC,nonsynonymous,human,MP,272,2707.8672114402452,0.10044805699882535
TC,nonsynonymous,human,NA,3623,11569.919551733472,0.3131396016886895
TC,nonsynonymous,human,NP,1077,9657.70080321285,0.11151722567774225
TC,nonsynonymous,human,NS,2841,3355.185628742515,0.8467489773627739
TC,nonsynonymous,human,PA,3962,15284.093575418994,0.25922374659966624
TC,nonsynonymous,human,PB1,1918,13002.311316600617,0.14751223480945314
TC,nonsynonymous,human,PB2,2773,18030.49319279754,0.15379501660596295
TC,nonsynonymous,swine,HA,488,1866.8875147232038,0.26139764509183827
TC,nonsynonymous,swine,MP,65,639.9172625127682,0.101575631425794
TC,nonsynonymous,swine,NA,435,1762.032283516339,0.2468740238583525
TC,nonsynonymous,swine,NP,108,1338.3473895582329,0.0806965372687349
TC,nonsynonymous,swine,NS,495,747.637125748503,0.6620859009702424
TC,nonsynonymous,swine,PA,176,1279.6587523277467,0.1375366672402697
TC,nonsynonymous,swine,PB1,122,1153.6807573756055,0.10574849170365445
TC,nonsynonymous,swine,PB2,135,1431.0408432147563,0.09433693010237902
TC,synonymous,all,HA,37003,17608.39691313369,2.10144059010848
TC,synonymous,all,MP,12321,4705.845760980593,2.6182328588331334
TC,synonymous,all,NA,28878,13258.003448553884,2.178156018140866
TC,synonymous,all,NP,23115,10830.574297188756,2.134235855433803
TC,synonymous,all,NS,5594,1981.34251497006,2.823338195054342
TC,synonymous,all,PA,29420,13445.279795158287,2.1881285066744605
TC,synonymous,all,PB1,28660,12303.24966974901,2.329465854088018
TC,synonymous,all,PB2,32925,14955.606938954765,2.201515467368996
TC,synonymous,avian,HA,7140,3277.6960805765098,2.178359379416335
TC,synonymous,avian,MP,4287,1506.4708886618998,2.845723758928965
TC,synonymous,avian,NA,5776,2608.2540135664494,2.2145082380615486
TC,synonymous,avian,NP,6877,3033.4357429718875,2.267066317766314
TC,synonymous,avian,NS,1996,647.7964071856287,3.0812149895546397
TC,synonymous,avian,PA,7118,3094.3947858472998,2.3002882607465893
TC,synonymous,avian,PB1,7972,3303.7516512549537,2.4130143066207106
TC,synonymous,avian,PB2,7678,3298.0338164251207,2.3280537518328153
TC,synonymous,human,HA,26227,12589.659389315872,2.083217598583911
TC,synonymous,human,MP,6060,2418.4821246169563,2.505703862070014
TC,synonymous,human,NA,19367,8874.130986655064,2.182410878217161
TC,synonymous,human,NP,13410,6504.6626506024095,2.0615980751527636
TC,synonymous,human,NS,2690,984.7077844311377,2.731774890511304
TC,synonymous,human,PA,19843,9165.509310986965,2.1649642509460563
TC,synonymous,human,PB1,18170,7884.859973579921,2.304416319488597
TC,synonymous,human,PB2,22521,10415.97408871322,2.1621597565612056
TC,synonymous,swine,HA,2719,1295.673733804476,2.0985221271841508
TC,synonymous,swine,MP,1349,549.9397344228805,2.452996056769151
TC,synonymous,swine,NA,2857,1401.0806665226416,2.0391402638442093
TC,synonymous,swine,NP,1911,872.4598393574297,2.1903587005305134
TC,synonymous,swine,NS,583,241.31976047904192,2.4158817282210596
TC,synonymous,swine,PA,1514,747.8510242085661,2.0244673751730597
TC,synonymous,swine,PB1,1530,684.3350946719506,2.2357468028633476
TC,synonymous,swine,PB2,1686,796.3842775581907,2.1170684147224472
TG,nonsense,all,HA,0,1679.4478778145908,0.0
TG,nonsense,all,MP,0,159.1123595505618,0.0
TG,nonsense,all,NA,1,1040.866334375058,0.0009607381533772111
TG,nonsense,all,NP,0,715.7717536813923,0.0
TG,nonsense,all,NS,0,162.21556886227546,0.0
TG,nonsense,all,PA,1,1358.086592178771,0.000736330073324489
TG,nonsense,all,PB1,3,1389.5702333773668,0.002158940892615744
TG,nonsense,all,PB2,0,1277.6504172156347,0.0
TG,nonsense,avian,HA,0,376.46212975734267,0.0
TG,nonsense,avian,MP,0,19.18488253319714,0.0
TG,nonsense,avian,NA,0,222.70866634196298,0.0
TG,nonsense,avian,NP,0,152.13654618473896,0.0
TG,nonsense,avian,NS,0,41.85508982035928,0.0
TG,nonsense,avian,PA,0,303.5395716945996,0.0
TG,nonsense,avian,PB1,0,289.3729634522237,0.0
TG,nonsense,avian,PB2,0,288.1212121212121,0.0
TG,nonsense,human,HA,0,1096.7796216640243,0.0
TG,nonsense,human,MP,0,117.80694586312565,0.0
TG,nonsense,human,NA,0,660.7895972339928,0.0
TG,nonsense,human,NP,0,474.8627844712182,0.0
TG,nonsense,human,NS,0,89.92934131736527,0.0
TG,nonsense,human,PA,1,939.8547486033519,0.0010639941985567721
TG,nonsense,human,PB1,3,986.697049757816,0.0030404469140110917
TG,nonsense,human,PB2,0,885.0983750548968,0.0
TG,nonsense,swine,HA,0,156.33981154299175,0.0
TG,nonsense,swine,MP,0,17.391215526046988,0.0
TG,nonsense,swine,NA,1,124.34777027386666,0.0080419616515646
TG,nonsense,swine,NP,0,64.96050870147256,0.0
TG,nonsense,swine,NS,0,20.057485029940118,0.0
TG,nonsense,swine,PA,0,70.87243947858472,0.0
TG,nonsense,swine,PB1,0,73.76398062527521,0.0
TG,nonsense,swine,PB2,0,67.10013175230567,0.0
TG,nonsynonymous,all,HA,1905,36036.4156134688,0.05286319317751447
TG,nonsynonymous,all,MP,235,7831.513789581205,0.030006970084460103
TG,nonsynonymous,all,NA,1358,24817.835742803403,0.05471871173914867
TG,nonsynonymous,all,NP,456,22025.5327978581,0.020703244919657256
TG,nonsynonymous,all,NS,682,7260.049101796407,0.0939387586003031
TG,nonsynonymous,all,PA,1120,30738.91573556797,0.03643589805297033
TG,nonsynonymous,all,PB1,689,27513.960810215765,0.025041832571927575
TG,nonsynonymous,all,PB2,902,34172.87966622749,0.026395200194130324
TG,nonsynonymous,avian,HA,360,6717.749594563849,0.05358937467560862
TG,nonsynonymous,avian,MP,71,2676.88151174668,0.02652340034044768
TG,nonsynonymous,avian,NA,264,4892.992337355292,0.05395471355728598
TG,nonsynonymous,avian,NP,140,6389.380187416332,0.02191135851889441
TG,nonsynonymous,avian,NS,186,2357.6910179640718,0.078890744623787
TG,nonsynonymous,avian,PA,239,7340.17877094972,0.03256051486727981
TG,nonsynonymous,avian,PB1,197,7729.100836635843,0.02548808770435785
TG,nonsynonymous,avian,PB2,212,7799.348265261308,0.02718175837130632
TG,nonsynonymous,human,HA,1316,25769.940433650194,0.0510672503643655
TG,nonsynonymous,human,MP,136,3853.0602655771195,0.035296618953773264
TG,nonsynonymous,human,NA,946,16637.523124879874,0.05685942510188579
TG,nonsynonymous,human,NP,250,12968.714190093708,0.019277161662716355
TG,nonsynonymous,human,NS,399,3699.676646706587,0.10784726291017503
TG,nonsynonymous,human,PA,794,20671.197858473,0.03841093319488228
TG,nonsynonymous,human,PB1,438,17259.68339938353,0.025377058771289172
TG,nonsynonymous,human,PB2,602,23481.010540184452,0.02563773816164179
TG,nonsynonymous,swine,HA,154,2628.4534746760896,0.05858958565700988
TG,nonsynonymous,swine,MP,18,901.0980592441267,0.019975628418397708
TG,nonsynonymous,swine,NA,101,2561.2308141482645,0.03943416557464286
TG,nonsynonymous,swine,NP,32,1790.6057563587683,0.017871047206433996
TG,nonsynonymous,swine,NS,56,824.2191616766466,0.06794309402620953
TG,nonsynonymous,swine,PA,51,1704.104748603352,0.0299277377413557
TG,nonsynonymous,swine,PB1,31,1539.0308234258036,0.020142546548220255
TG,nonsynonymous,swine,PB2,46,1860.8700043917436,0.024719620334272552
TG,synonymous,all,HA,1563,5533.024960214763,0.2824856224648827
TG,synonymous,all,MP,618,2231.608784473953,0.27693025959551343
TG,synonymous,all,NA,1254,4646.987059357495,0.2698522685736468
TG,synonymous,all,NP,1255,4684.100401606426,0.26792764723181295
TG,synonymous,all,NS,375,1113.4862275449102,0.3367800972507988
TG,synonymous,all,PA,942,4235.42364990689,0.2224098644820828
TG,synonymous,all,PB1,1231,4139.112725671511,0.2974067346282018
TG,synonymous,all,PB2,1600,5778.784804567414,0.2768748195529617
TG,synonymous,avian,HA,297,961.645773996156,0.30884553130806686
TG,synonymous,avian,MP,196,694.8049029622064,0.2820935764332989
TG,synonymous,avian,NA,245,896.3058856262884,0.2733441829725437
TG,synonymous,avian,NP,337,1416.8078982597056,0.23785864012612018
TG,synonymous,avian,NS,123,361.42634730538924,0.34031829975048955
TG,synonymous,avian,PA,236,1002.1973929236499,0.23548255230591997
TG,synonymous,avian,PB1,336,1125.6785557023338,0.2984866312837973
TG,synonymous,avian,PB2,343,1230.0131752305665,0.27885880160243365
TG,synonymous,human,HA,1095,4059.424964776883,0.26974263830497586
TG,synonymous,human,MP,332,1155.482124616956,0.2873259507238664
TG,synonymous,human,NA,829,3145.73781627467,0.263531180415328
TG,synonymous,human,NP,771,2718.7864792503347,0.2835824018856353
TG,synonymous,human,NS,179,550.2874251497007,0.3252845546148991
TG,synonymous,human,PA,623,2838.550279329609,0.21947823314482073
TG,synonymous,human,PB1,809,2640.7908410391897,0.3063476241388533
TG,synonymous,human,PB2,1146,4080.3583662714095,0.28085768384290305
TG,synonymous,swine,HA,118,377.7679623085983,0.31236105698027905
TG,synonymous,swine,MP,54,271.36772216547496,0.19899197874046276
TG,synonymous,swine,NA,142,477.5343656168497,0.2973607979324652
TG,synonymous,swine,NP,105,355.2409638554217,0.29557402068848565
TG,synonymous,swine,NS,42,144.68023952095808,0.29029534467916035
TG,synonymous,swine,PA,59,252.53258845437617,0.23363321288990488
TG,synonymous,swine,PB1,55,225.22104799647732,0.24420452923591873
TG,synonymous,swine,PB2,66,299.45498462889765,0.220400405362399
